collected_at,wallet,event_type,coin,side,previous_size,current_size,size_delta,entry_price,position_value,unrealized_pnl,return_on_equity,liquidation_price,leverage,raw
2026-06-11T09:57:56+00:00,0x0ddf9bae2af4b874b96d287a5ad42eb47138a902,open,ETH,short,0.0,-60000.0,-60000.0,1810.16,99492000.0,9117786.021883,0.2518498477,2380.0612793256,3.0,"{""current"": {""coin"": ""ETH"", ""cumFunding"": {""allTime"": ""-257838.405506"", ""sinceChange"": ""9625.294776"", ""sinceOpen"": ""-26141.387123""}, ""entryPx"": ""1810.16"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""2380.0612793256"", ""marginUsed"": ""33164000.0"", ""maxLeverage"": 25, ""positionValue"": ""99492000.0"", ""returnOnEquity"": ""0.2518498477"", ""szi"": ""-60000.0"", ""unrealizedPnl"": ""9117786.0218829997""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,ADA,short,0.0,-26179.0,-26179.0,0.549523,4356.70918,10029.272284,6.9715592983,879.8786061767,10.0,"{""current"": {""coin"": ""ADA"", ""cumFunding"": {""allTime"": ""-1323.43055"", ""sinceChange"": ""-501.541071"", ""sinceOpen"": ""-1323.43055""}, ""entryPx"": ""0.549523"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""879.8786061767"", ""marginUsed"": ""435.670918"", ""maxLeverage"": 10, ""positionValue"": ""4356.70918"", ""returnOnEquity"": ""6.9715592983"", ""szi"": ""-26179.0"", ""unrealizedPnl"": ""10029.272284""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,ASTER,long,0.0,64500.0,64500.0,0.618873,40663.38,746.039136,0.0560688002,,3.0,"{""current"": {""coin"": ""ASTER"", ""cumFunding"": {""allTime"": ""-196771.476902"", ""sinceChange"": ""3.058022"", ""sinceOpen"": ""16.71368""}, ""entryPx"": ""0.618873"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": null, ""marginUsed"": ""13554.46"", ""maxLeverage"": 5, ""positionValue"": ""40663.38"", ""returnOnEquity"": ""0.0560688002"", ""szi"": ""64500.0"", ""unrealizedPnl"": ""746.039136""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,AVAX,short,0.0,-734601.6,-734601.6,13.2086,4827287.49408,4875795.309163,5.0249960843,37.6231806321,10.0,"{""current"": {""coin"": ""AVAX"", ""cumFunding"": {""allTime"": ""-335697.905397"", ""sinceChange"": ""5624.552615"", ""sinceOpen"": ""-335758.692368""}, ""entryPx"": ""13.2086"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""37.6231806321"", ""marginUsed"": ""482728.749408"", ""maxLeverage"": 10, ""positionValue"": ""4827287.4940799996"", ""returnOnEquity"": ""5.0249960843"", ""szi"": ""-734601.6"", ""unrealizedPnl"": ""4875795.3091630004""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,BNB,short,0.0,-3333.132,-3333.132,763.004,1999579.21812,543617.050158,2.1375347901,7250.2815175304,10.0,"{""current"": {""coin"": ""BNB"", ""cumFunding"": {""allTime"": ""-39928.760298"", ""sinceChange"": ""-4723.843966"", ""sinceOpen"": ""-38304.406392""}, ""entryPx"": ""763.004"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""7250.2815175304"", ""marginUsed"": ""199957.921812"", ""maxLeverage"": 10, ""positionValue"": ""1999579.2181200001"", ""returnOnEquity"": ""2.1375347901"", ""szi"": ""-3333.132"", ""unrealizedPnl"": ""543617.050158""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,BTC,short,0.0,-549.16609,-549.16609,62071.0,34527170.41048,-439857.004217,-0.2580766627,106634.3375328398,20.0,"{""current"": {""coin"": ""BTC"", ""cumFunding"": {""allTime"": ""-2968436.0134979999"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-22955.386117""}, ""entryPx"": ""62071.0"", ""leverage"": {""type"": ""cross"", ""value"": 20}, ""liquidationPx"": ""106634.3375328398"", ""marginUsed"": ""1726358.5205240001"", ""maxLeverage"": 40, ""positionValue"": ""34527170.4104800001"", ""returnOnEquity"": ""-0.2580766627"", ""szi"": ""-549.16609"", ""unrealizedPnl"": ""-439857.004217""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,DOGE,short,0.0,-37609436.0,-37609436.0,0.108947,3198381.656312,899068.871083,2.1942153177,0.6935276569,10.0,"{""current"": {""coin"": ""DOGE"", ""cumFunding"": {""allTime"": ""-752575.7708910001"", ""sinceChange"": ""-22.377449"", ""sinceOpen"": ""-52147.105819""}, ""entryPx"": ""0.108947"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""0.6935276569"", ""marginUsed"": ""319838.165631"", ""maxLeverage"": 10, ""positionValue"": ""3198381.656312"", ""returnOnEquity"": ""2.1942153177"", ""szi"": ""-37609436.0"", ""unrealizedPnl"": ""899068.871083""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,ENA,long,0.0,209641.0,209641.0,0.131656,15832.297961,-11768.323138,-4.2637892444,,10.0,"{""current"": {""coin"": ""ENA"", ""cumFunding"": {""allTime"": ""10233.376747"", ""sinceChange"": ""221.30736"", ""sinceOpen"": ""424.075386""}, ""entryPx"": ""0.131656"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""1583.229796"", ""maxLeverage"": 10, ""positionValue"": ""15832.297961"", ""returnOnEquity"": ""-4.2637892444"", ""szi"": ""209641.0"", ""unrealizedPnl"": ""-11768.323138""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,ETH,short,0.0,-24394.5903,-24394.5903,1788.94,40451109.63546,3189566.233664,1.0963050538,2636.1250151135,15.0,"{""current"": {""coin"": ""ETH"", ""cumFunding"": {""allTime"": ""-3536362.4987209998"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-414025.861109""}, ""entryPx"": ""1788.94"", ""leverage"": {""type"": ""cross"", ""value"": 15}, ""liquidationPx"": ""2636.1250151135"", ""marginUsed"": ""2696740.642364"", ""maxLeverage"": 25, ""positionValue"": ""40451109.6354599968"", ""returnOnEquity"": ""1.0963050538"", ""szi"": ""-24394.5903"", ""unrealizedPnl"": ""3189566.2336639999""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,FARTCOIN,short,0.0,-5706949.0,-5706949.0,0.19139,667598.89402,424696.819717,3.8881121145,4.1471260465,10.0,"{""current"": {""coin"": ""FARTCOIN"", ""cumFunding"": {""allTime"": ""-1536105.1882"", ""sinceChange"": ""-74.03125"", ""sinceOpen"": ""-80066.409274""}, ""entryPx"": ""0.19139"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""4.1471260465"", ""marginUsed"": ""66759.889402"", ""maxLeverage"": 10, ""positionValue"": ""667598.89402"", ""returnOnEquity"": ""3.8881121145"", ""szi"": ""-5706949.0"", ""unrealizedPnl"": ""424696.819717""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,GOAT,short,0.0,-327719.0,-327719.0,0.478596,4318.353263,152526.769405,2.9174022146,67.5133599161,3.0,"{""current"": {""coin"": ""GOAT"", ""cumFunding"": {""allTime"": ""-38352.770349"", ""sinceChange"": ""-1772.980967"", ""sinceOpen"": ""-38352.770349""}, ""entryPx"": ""0.478596"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""67.5133599161"", ""marginUsed"": ""1439.451087"", ""maxLeverage"": 5, ""positionValue"": ""4318.353263"", ""returnOnEquity"": ""2.9174022146"", ""szi"": ""-327719.0"", ""unrealizedPnl"": ""152526.769405""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,HYPE,short,0.0,-70495.15,-70495.15,59.5023,3952522.0702,242106.093606,0.2885906499,380.2111965186,5.0,"{""current"": {""coin"": ""HYPE"", ""cumFunding"": {""allTime"": ""-3190766.543875"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-129638.038703""}, ""entryPx"": ""59.5023"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""380.2111965186"", ""marginUsed"": ""790504.4140399999"", ""maxLeverage"": 10, ""positionValue"": ""3952522.0702"", ""returnOnEquity"": ""0.2885906499"", ""szi"": ""-70495.15"", ""unrealizedPnl"": ""242106.093606""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,LINEA,short,0.0,-126660.0,-126660.0,0.027679,300.31086,3205.582899,2.7430234223,164.671801125,3.0,"{""current"": {""coin"": ""LINEA"", ""cumFunding"": {""allTime"": ""-12859.556323"", ""sinceChange"": ""-0.573534"", ""sinceOpen"": ""-12859.556323""}, ""entryPx"": ""0.027679"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""164.671801125"", ""marginUsed"": ""100.10362"", ""maxLeverage"": 3, ""positionValue"": ""300.31086"", ""returnOnEquity"": ""2.7430234223"", ""szi"": ""-126660.0"", ""unrealizedPnl"": ""3205.582899""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,LIT,short,0.0,-2025657.0,-2025657.0,1.555281,2916540.9486,233926.368115,0.2227539707,12.3602531888,3.0,"{""current"": {""coin"": ""LIT"", ""cumFunding"": {""allTime"": ""-19600.404058"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-17959.529647""}, ""entryPx"": ""1.555281"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""12.3602531888"", ""marginUsed"": ""972180.3162"", ""maxLeverage"": 5, ""positionValue"": ""2916540.9485999998"", ""returnOnEquity"": ""0.2227539707"", ""szi"": ""-2025657.0"", ""unrealizedPnl"": ""233926.368115""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,LTC,long,0.0,13.43,13.43,96.343,570.62727,-723.260351,-5.5898235617,,10.0,"{""current"": {""coin"": ""LTC"", ""cumFunding"": {""allTime"": ""-102186.685838"", ""sinceChange"": ""28.972371"", ""sinceOpen"": ""380.425966""}, ""entryPx"": ""96.343"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""57.062727"", ""maxLeverage"": 10, ""positionValue"": ""570.62727"", ""returnOnEquity"": ""-5.5898235617"", ""szi"": ""13.43"", ""unrealizedPnl"": ""-723.260351""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,MON,short,0.0,-15613.0,-15613.0,0.031901,340.176044,157.896459,1.5850750448,1416.8598361051,5.0,"{""current"": {""coin"": ""MON"", ""cumFunding"": {""allTime"": ""-823.729605"", ""sinceChange"": ""1.0282"", ""sinceOpen"": ""-823.729605""}, ""entryPx"": ""0.031901"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""1416.8598361051"", ""marginUsed"": ""68.035208"", ""maxLeverage"": 5, ""positionValue"": ""340.176044"", ""returnOnEquity"": ""1.5850750448"", ""szi"": ""-15613.0"", ""unrealizedPnl"": ""157.896459""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,PENGU,long,0.0,129017.0,129017.0,0.028211,867.897359,-2771.801228,-3.8077345716,,5.0,"{""current"": {""coin"": ""PENGU"", ""cumFunding"": {""allTime"": ""-1997.97912"", ""sinceChange"": ""200.177682"", ""sinceOpen"": ""200.177682""}, ""entryPx"": ""0.028211"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": null, ""marginUsed"": ""173.579471"", ""maxLeverage"": 5, ""positionValue"": ""867.897359"", ""returnOnEquity"": ""-3.8077345716"", ""szi"": ""129017.0"", ""unrealizedPnl"": ""-2771.801228""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,POPCAT,short,0.0,-4674.0,-4674.0,0.215958,191.456388,817.933913,2.4309741599,4927.3354959309,3.0,"{""current"": {""coin"": ""POPCAT"", ""cumFunding"": {""allTime"": ""-474105.42458"", ""sinceChange"": ""-4.240931"", ""sinceOpen"": ""-474105.42458""}, ""entryPx"": ""0.215958"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""4927.3354959309"", ""marginUsed"": ""63.818796"", ""maxLeverage"": 10, ""positionValue"": ""191.456388"", ""returnOnEquity"": ""2.4309741599"", ""szi"": ""-4674.0"", ""unrealizedPnl"": ""817.933913""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,PUMP,long,0.0,317374.0,317374.0,0.001716,449.718958,-94.9361,-0.8715250011,,5.0,"{""current"": {""coin"": ""PUMP"", ""cumFunding"": {""allTime"": ""-969885.105863"", ""sinceChange"": ""-0.368248"", ""sinceOpen"": ""-0.368248""}, ""entryPx"": ""0.001716"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": null, ""marginUsed"": ""89.943791"", ""maxLeverage"": 10, ""positionValue"": ""449.718958"", ""returnOnEquity"": ""-0.8715250011"", ""szi"": ""317374.0"", ""unrealizedPnl"": ""-94.9361""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,SOL,long,0.0,21400.36,21400.36,64.545,1398813.13104,17524.833658,0.253746212,,20.0,"{""current"": {""coin"": ""SOL"", ""cumFunding"": {""allTime"": ""-1160264.7259750001"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-827.426306""}, ""entryPx"": ""64.545"", ""leverage"": {""type"": ""cross"", ""value"": 20}, ""liquidationPx"": null, ""marginUsed"": ""69940.656552"", ""maxLeverage"": 20, ""positionValue"": ""1398813.1310399999"", ""returnOnEquity"": ""0.253746212"", ""szi"": ""21400.36"", ""unrealizedPnl"": ""17524.833658""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,TAO,short,0.0,-3048.472,-3048.472,259.298,633777.3288,156686.848654,0.9911065746,7464.3525588772,5.0,"{""current"": {""coin"": ""TAO"", ""cumFunding"": {""allTime"": ""-17615.002851"", ""sinceChange"": ""-1102.776785"", ""sinceOpen"": ""-17615.002851""}, ""entryPx"": ""259.298"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""7464.3525588772"", ""marginUsed"": ""126755.46576"", ""maxLeverage"": 5, ""positionValue"": ""633777.3288"", ""returnOnEquity"": ""0.9911065746"", ""szi"": ""-3048.472"", ""unrealizedPnl"": ""156686.848654""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,TON,short,0.0,-2033969.9,-2033969.9,2.26732,3365609.99353,1246070.277123,1.3509937853,12.5305209475,5.0,"{""current"": {""coin"": ""TON"", ""cumFunding"": {""allTime"": ""-22573.686899"", ""sinceChange"": ""5271.634284"", ""sinceOpen"": ""-22573.686899""}, ""entryPx"": ""2.26732"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""12.5305209475"", ""marginUsed"": ""673121.998706"", ""maxLeverage"": 5, ""positionValue"": ""3365609.9935300001"", ""returnOnEquity"": ""1.3509937853"", ""szi"": ""-2033969.8999999999"", ""unrealizedPnl"": ""1246070.277123""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,WIF,short,0.0,-1226.0,-1226.0,0.784313,188.50976,773.05896,4.0197800943,18784.961904805,5.0,"{""current"": {""coin"": ""WIF"", ""cumFunding"": {""allTime"": ""-80056.685589"", ""sinceChange"": ""-17.573843"", ""sinceOpen"": ""-17.554025""}, ""entryPx"": ""0.784313"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""18784.961904805"", ""marginUsed"": ""37.701952"", ""maxLeverage"": 10, ""positionValue"": ""188.50976"", ""returnOnEquity"": ""4.0197800943"", ""szi"": ""-1226.0"", ""unrealizedPnl"": ""773.05896""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,WLD,short,0.0,-56580.3,-56580.3,0.98736,27481.617513,28384.005134,5.0807641245,407.4990024308,10.0,"{""current"": {""coin"": ""WLD"", ""cumFunding"": {""allTime"": ""-181707.247451"", ""sinceChange"": ""233.508682"", ""sinceOpen"": ""-181707.247451""}, ""entryPx"": ""0.98736"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""407.4990024308"", ""marginUsed"": ""2748.161751"", ""maxLeverage"": 10, ""positionValue"": ""27481.617513"", ""returnOnEquity"": ""5.0807641245"", ""szi"": ""-56580.3"", ""unrealizedPnl"": ""28384.005134""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,XMR,short,0.0,-10683.484,-10683.484,343.337,3782808.01472,-114768.181777,-0.156443478,2424.6678761147,5.0,"{""current"": {""coin"": ""XMR"", ""cumFunding"": {""allTime"": ""-180288.468201"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-181290.953005""}, ""entryPx"": ""343.337"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": ""2424.6678761147"", ""marginUsed"": ""756561.602944"", ""maxLeverage"": 5, ""positionValue"": ""3782808.0147199999"", ""returnOnEquity"": ""-0.156443478"", ""szi"": ""-10683.484"", ""unrealizedPnl"": ""-114768.181777""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,XPL,long,0.0,645.0,645.0,0.11772,41.440605,-34.488795,-2.2711094122,,5.0,"{""current"": {""coin"": ""XPL"", ""cumFunding"": {""allTime"": ""-371830.152072"", ""sinceChange"": ""1.267324"", ""sinceOpen"": ""1.267324""}, ""entryPx"": ""0.11772"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": null, ""marginUsed"": ""8.288121"", ""maxLeverage"": 10, ""positionValue"": ""41.440605"", ""returnOnEquity"": ""-2.2711094122"", ""szi"": ""645.0"", ""unrealizedPnl"": ""-34.488795""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,XRP,long,0.0,3807694.0,3807694.0,1.175889,4253194.198,-224232.075027,-1.0016114676,,20.0,"{""current"": {""coin"": ""XRP"", ""cumFunding"": {""allTime"": ""-708810.759063"", ""sinceChange"": ""-19.46017"", ""sinceOpen"": ""-3553.518389""}, ""entryPx"": ""1.175889"", ""leverage"": {""type"": ""cross"", ""value"": 20}, ""liquidationPx"": null, ""marginUsed"": ""212659.7099"", ""maxLeverage"": 20, ""positionValue"": ""4253194.1979999999"", ""returnOnEquity"": ""-1.0016114676"", ""szi"": ""3807694.0"", ""unrealizedPnl"": ""-224232.075027""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,ZEC,long,0.0,9310.4,9310.4,428.6926,3980009.792,-11290.029991,-0.0282865996,,10.0,"{""current"": {""coin"": ""ZEC"", ""cumFunding"": {""allTime"": ""-38953.562456"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-18993.640338""}, ""entryPx"": ""428.6926"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""398000.9792"", ""maxLeverage"": 10, ""positionValue"": ""3980009.7919999999"", ""returnOnEquity"": ""-0.0282865996"", ""szi"": ""9310.4"", ""unrealizedPnl"": ""-11290.029991""}, ""previous"": {}}"
2026-06-11T09:57:58+00:00,0x7fdafde5cfb5465924316eced2d3715494c517d1,open,kPEPE,long,0.0,106434.0,106434.0,0.003678,293.22567,-98.238582,-2.5095160413,,10.0,"{""current"": {""coin"": ""kPEPE"", ""cumFunding"": {""allTime"": ""-361541.869104"", ""sinceChange"": ""1.971565"", ""sinceOpen"": ""1.971565""}, ""entryPx"": ""0.003678"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""29.322567"", ""maxLeverage"": 10, ""positionValue"": ""293.22567"", ""returnOnEquity"": ""-2.5095160413"", ""szi"": ""106434.0"", ""unrealizedPnl"": ""-98.238582""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,0G,long,0.0,3.0,3.0,1.8125,0.8547,-4.5828,-2.5284413793,,3.0,"{""current"": {""coin"": ""0G"", ""cumFunding"": {""allTime"": ""-869.863733"", ""sinceChange"": ""-5.231435"", ""sinceOpen"": ""-5.231435""}, ""entryPx"": ""1.8125"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": null, ""marginUsed"": ""0.2849"", ""maxLeverage"": 3, ""positionValue"": ""0.8547"", ""returnOnEquity"": ""-2.5284413793"", ""szi"": ""3.0"", ""unrealizedPnl"": ""-4.5828""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,2Z,long,0.0,2262191.0,2262191.0,0.076193,156878.421468,-15485.565658,-0.2695267019,,3.0,"{""current"": {""coin"": ""2Z"", ""cumFunding"": {""allTime"": ""-6248.408778"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-3698.059481""}, ""entryPx"": ""0.076193"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": null, ""marginUsed"": ""52292.807156"", ""maxLeverage"": 3, ""positionValue"": ""156878.421468"", ""returnOnEquity"": ""-0.2695267019"", ""szi"": ""2262191.0"", ""unrealizedPnl"": ""-15485.565658""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,AAVE,short,0.0,-12092.5,-12092.5,92.0954,765080.3825,348584.121188,3.1300640366,2044.4469623466,10.0,"{""current"": {""coin"": ""AAVE"", ""cumFunding"": {""allTime"": ""-166789.281602"", ""sinceChange"": ""-9.667197"", ""sinceOpen"": ""-111574.219671""}, ""entryPx"": ""92.0954"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""2044.4469623466"", ""marginUsed"": ""76508.03825"", ""maxLeverage"": 10, ""positionValue"": ""765080.3824999999"", ""returnOnEquity"": ""3.1300640366"", ""szi"": ""-12092.5"", ""unrealizedPnl"": ""348584.121188""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,ADA,long,0.0,1549205.0,1549205.0,0.162211,257818.6961,6519.063949,0.2594139869,,10.0,"{""current"": {""coin"": ""ADA"", ""cumFunding"": {""allTime"": ""-19056.687137"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-665.317525""}, ""entryPx"": ""0.162211"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""25781.86961"", ""maxLeverage"": 10, ""positionValue"": ""257818.6961"", ""returnOnEquity"": ""0.2594139869"", ""szi"": ""1549205.0"", ""unrealizedPnl"": ""6519.063949""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,AIXBT,short,0.0,-11138.0,-11138.0,0.021441,243.276196,-4.465395,-0.0560953899,1954.0572917936,3.0,"{""current"": {""coin"": ""AIXBT"", ""cumFunding"": {""allTime"": ""-42779.633035"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""0.331258""}, ""entryPx"": ""0.021441"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""1954.0572917936"", ""marginUsed"": ""81.092065"", ""maxLeverage"": 3, ""positionValue"": ""243.276196"", ""returnOnEquity"": ""-0.0560953899"", ""szi"": ""-11138.0"", ""unrealizedPnl"": ""-4.465395""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,APT,long,0.0,415120.62,415120.62,0.6557,261484.478538,-10722.012482,-0.3938926086,,10.0,"{""current"": {""coin"": ""APT"", ""cumFunding"": {""allTime"": ""-210314.466749"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-1133.732314""}, ""entryPx"": ""0.6557"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": null, ""marginUsed"": ""26148.447853"", ""maxLeverage"": 10, ""positionValue"": ""261484.478538"", ""returnOnEquity"": ""-0.3938926086"", ""szi"": ""415120.62"", ""unrealizedPnl"": ""-10722.012482""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,ARB,short,0.0,-1440762.4,-1440762.4,0.08064,115808.481712,378.636479,0.0325885077,16.1928074176,10.0,"{""current"": {""coin"": ""ARB"", ""cumFunding"": {""allTime"": ""-39163.970072"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-34.901896""}, ""entryPx"": ""0.08064"", ""leverage"": {""type"": ""cross"", ""value"": 10}, ""liquidationPx"": ""16.1928074176"", ""marginUsed"": ""11580.848171"", ""maxLeverage"": 10, ""positionValue"": ""115808.481712"", ""returnOnEquity"": ""0.0325885077"", ""szi"": ""-1440762.3999999999"", ""unrealizedPnl"": ""378.636479""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,ASTER,short,0.0,-1169523.0,-1169523.0,0.626611,737314.08012,-4477.869726,-0.0183309845,20.3676148838,3.0,"{""current"": {""coin"": ""ASTER"", ""cumFunding"": {""allTime"": ""-120578.71021"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-427.379976""}, ""entryPx"": ""0.626611"", ""leverage"": {""type"": ""cross"", ""value"": 3}, ""liquidationPx"": ""20.3676148838"", ""marginUsed"": ""245771.36004"", ""maxLeverage"": 5, ""positionValue"": ""737314.0801200001"", ""returnOnEquity"": ""-0.0183309845"", ""szi"": ""-1169523.0"", ""unrealizedPnl"": ""-4477.869726""}, ""previous"": {}}"
2026-06-11T09:58:00+00:00,0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,open,ATOM,long,0.0,53472.81,53472.81,1.7951,99480.815724,3487.941666,0.1816771141,,5.0,"{""current"": {""coin"": ""ATOM"", ""cumFunding"": {""allTime"": ""-5956.896594"", ""sinceChange"": ""0.0"", ""sinceOpen"": ""-318.015024""}, ""entryPx"": ""1.7951"", ""leverage"": {""type"": ""cross"", ""value"": 5}, ""liquidationPx"": null, ""marginUsed"": ""19896.163144"", ""maxLeverage"": 5, ""positionValue"": ""99480.815724"", ""returnOnEquity"": ""0.1816771141"", ""szi"": ""53472.81"", ""unrealizedPnl"": ""3487.941666""}, ""previous"": {}}"
