Time,Side,Entry,Exit,PnL,PnL%,Vol_x,EMA_dist%,HTF_trend,HTF_ADX,HTF_ATR,HTF_EMA_slope%,Result
2026-04-13 19:20,Long,72766.52,74221.15,0.9,2.00,2.03,0.56,up,27.3,543.8,0.6,WIN
2026-04-21 10:15,Long,76476.12,76715.45,0.06,0.31,1.37,0.15,up,32.7,408.0,0.32,WIN
2026-05-21 20:05,Long,77728.74,77199.16,-0.44,-0.68,0.17,0.12,up,24.6,440.3,0.1,LOSS
2026-05-25 14:15,Long,77558.01,75753.77,-1.26,-2.33,1.99,0.20,up,22.5,292.1,0.14,LOSS
