signal,side,entry_time,exit_time,entry,exit,pnl_pct,funding,oi_change_24h,ret_24h,trend
taker_sell_pressure_short,short,2026-05-22 16:00:00,2026-05-23 16:00:00,75860.44,75983.45,-0.4021530273222759,2.891e-05,0.030839069608088687,-0.023556529905306323,down
taker_sell_pressure_short,short,2026-05-22 20:00:00,2026-05-23 20:00:00,75539.5,76752.01,-1.845133737978126,2.891e-05,0.041481369992020456,-0.026747485554435513,down
taker_sell_pressure_short,short,2026-05-23 04:00:00,2026-05-24 04:00:00,74609.36,76799.99,-3.176132946322023,1.783e-05,0.04638316132501341,-0.036155149735053405,down
taker_sell_pressure_short,short,2026-05-27 08:00:00,2026-05-28 08:00:00,75769.18,73505.66,2.7473888037325827,8.948e-05,0.024057356770117,-0.018324759615229058,down
taker_sell_pressure_short,short,2026-05-27 16:00:00,2026-05-28 16:00:00,75066.08,73419.32,1.953747162500015,9.914e-05,0.03837782806929013,-0.012963761636774818,down
taker_sell_pressure_short,short,2026-05-28 08:00:00,2026-05-29 08:00:00,73505.66,73487.98,-0.21594743044275755,5.011e-05,0.03514681603924075,-0.029873888037325824,down
taker_sell_pressure_short,short,2026-05-29 00:00:00,2026-05-30 00:00:00,73301.52,73524.01,-0.5435271301331743,0.0001,0.047340858175022316,0.0005939282270976953,down
taker_sell_pressure_short,short,2026-06-03 00:00:00,2026-06-04 00:00:00,65849.9,64363.49,2.017269942703022,7.165e-05,0.025398030827874063,-0.07193128363021017,down
taker_sell_pressure_short,short,2026-06-05 16:00:00,2026-06-06 16:00:00,60300.24,60600.01,-0.7371290329856215,-8.63e-06,0.01900715109369444,-0.052320798976824845,down
taker_sell_pressure_short,short,2026-06-06 00:00:00,2026-06-07 00:00:00,60687.04,61701.07,-1.9109168876913427,-1.234e-05,0.02769825009283977,-0.03256751155746851,down
taker_buy_pressure_long,long,2026-05-19 04:00:00,2026-05-20 04:00:00,77233.69,77282.64,-0.17662092281232478,5.164e-05,0.023907418577179484,0.0020759353808024184,down
taker_buy_pressure_long,long,2026-05-28 20:00:00,2026-05-29 20:00:00,73617.51,73460.78,-0.4528977195778536,0.0001,0.05659904371420321,-0.011172569789104858,down
