timestamp,open,high,low,close,volume,funding,oi_btc,oi_usd,global_long,global_short,global_lsr,top_position_long,top_position_short,top_position_lsr,top_account_long,top_account_short,top_account_lsr,taker_buy_sell_ratio,taker_buy_vol,taker_sell_vol,ret_1,ret_24h,ret_48h,range_24h,volatility_24h,funding_ma_24h,funding_z_30d,funding_prev,funding_prev2,oi_change_24h,oi_change_48h,oi_z_30d,taker_buy_sell_z,ema_20,ema_50,ema_slope_24h,trend,h9_crowded_long_short,h9_crowded_short_long,funding_flip_short,funding_flip_long,flush_rebound_long,global_longs_crowded_short,top_longs_crowded_short,taker_sell_pressure_short,taker_buy_pressure_long,signal_score_short,signal_score_long,signal
2026-05-14 20:00:00,81419.75,81590.19,81059.93,81089.99,1620.83839,4.094e-05,110595.283,9004664632.015244,0.3821,0.6179,0.6184,0.471,0.529,0.8904,0.3793,0.6207,0.6111,1.0051,5088.96,5063.222,-0.004050000650947738,0.02239691271145028,,0.039610374800435943,0.01204779015991975,3.65e-05,,4.094e-05,2.928e-05,0.06274536555512289,,,,80497.85549923014,80715.2639401409,-0.00047207010389660464,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 00:00:00,81090.0,81664.45,80750.0,81059.15,2453.72559,-4.239e-05,110253.672,8959422868.6968,0.3798,0.6202,0.6124,0.4713,0.5287,0.8914,0.3787,0.6213,0.6095,1.1357,11514.533,10139.061,-0.0003803182119027637,0.025483001106333836,,0.03881982819896068,0.011749798489178223,2.2888333333333336e-05,,4.094e-05,4.094e-05,0.0574122446120382,,,,80551.31211835108,80728.74966797851,0.001958362376318412,up,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 04:00:00,81059.15,81100.0,80314.0,80814.88,3091.1014,-4.239e-05,108154.988,8710997412.4984,0.3912,0.6088,0.6426,0.4727,0.5273,0.8964,0.3966,0.6034,0.6573,0.9945,13404.485,13478.751,-0.003013478429023664,0.01340381044912875,-0.002616908059691725,0.03556492458504845,0.011818578821793952,9.276666666666667e-06,,-4.239e-05,4.094e-05,0.04216368989525865,0.02191459261035522,,,80576.41382136526,80732.12732805779,0.003040450954570728,up,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 08:00:00,80814.88,80822.95,80369.0,80628.53,1706.25967,-1.893e-05,107799.111,8696165064.2811,0.4269,0.5731,0.7449,0.4748,0.5252,0.9039,0.4305,0.5695,0.7559,0.962,6863.243,7134.708,-0.0023058872326483515,0.01728854288643933,0.0015814667156597295,0.03556492458504845,0.011371221054591993,1.2416666666666663e-06,,-4.239e-05,-4.239e-05,0.036283278041364664,0.024542062037350876,,,80581.37726694952,80728.0646877418,0.004380978651681522,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 12:00:00,80628.52,80635.44,78659.0,79150.27,6208.56941,-1.893e-05,102400.698,8102054249.635115,0.4409,0.5591,0.7886,0.4747,0.5253,0.9037,0.4442,0.5558,0.7992,1.0041,34791.983,34649.534,-0.018334205026434125,-0.026456672303727613,0.004098331020468748,0.043086360111366906,0.007085956211052628,-6.793333333333334e-06,,-1.893e-05,-4.239e-05,-0.031924712087957996,-0.015032862281140646,,,80445.08133676385,80666.19038626173,0.0014086218799491679,sideway,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 16:00:00,79150.26,79561.94,79051.0,79146.5,1959.36078,1.548e-05,102147.928,8096496608.505892,0.5199,0.4801,1.0829,0.4957,0.5043,0.9829,0.5214,0.4786,1.0894,0.8802,6883.711,7820.854,-4.763091774673267e-05,-0.02792001055272353,-0.00622670760465438,0.03820859660051612,0.006858477732884052,-1.1036666666666667e-05,,-1.893e-05,-1.893e-05,-0.07630137782187618,-0.022207463833745278,,,80321.40692373872,80606.5946848397,-0.001418759027918548,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-15 20:00:00,79146.5,79217.07,78911.42,79113.21,1932.25394,1.548e-05,101955.863,8061660282.9963,0.5202,0.4798,1.0842,0.495,0.505,0.98,0.5183,0.4817,1.076,0.8616,3304.181,3835.005,-0.0004206124086345575,-0.024377608136343376,-0.002526678586436737,0.03820859660051612,0.007082457016622788,-1.528e-05,,1.548e-05,-1.893e-05,-0.07811743652755965,-0.02027357808358765,,,80206.34055004931,80548.03057955187,-0.003621400189767976,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 00:00:00,79113.2,79227.77,79010.0,79083.18,1248.1828,3.938e-05,101896.94,8062253721.032123,0.5226,0.4774,1.0947,0.4951,0.5049,0.9804,0.5207,0.4793,1.0864,1.111,3483.92,3135.768,-0.0003795826259611612,-0.024376890209186763,0.00048491457697741325,0.031032685388830306,0.007082533949187876,-1.6516666666666664e-06,,1.548e-05,1.548e-05,-0.07579549822159215,-0.022734843293943263,,,80099.37287861604,80490.58545878512,-0.005610575766550219,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 04:00:00,79083.19,79129.71,78066.0,78369.77,2404.82958,3.938e-05,101568.381,7984310744.0862,0.5263,0.4737,1.111,0.4956,0.5044,0.9824,0.5122,0.4878,1.05,0.7253,11611.596,16008.787,-0.009021008007012221,-0.030255690536198254,-0.01725742162802424,0.03531563036405094,0.007321606544775161,1.1976666666666668e-05,,3.938e-05,1.548e-05,-0.06089970626227614,-0.021303772696572465,,,79934.64879493832,80407.41622510727,-0.007964675963982648,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 08:00:00,78369.78,78530.52,77640.0,78081.71,3846.10003,-2.1e-06,101127.11,7881604248.336,0.5354,0.4646,1.1524,0.4991,0.5009,0.9963,0.5336,0.4664,1.1441,0.8537,13039.088,15274.131,-0.003675651976520977,-0.03158708214077566,-0.014844633878584479,0.03858114374034005,0.007238510718288435,1.4781666666666666e-05,,3.938e-05,3.938e-05,-0.06189291301298394,-0.027855312743259364,,,79758.17843351563,80316.2120594168,-0.010215745391231157,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 12:00:00,78080.46,78346.0,77833.4,78238.67,2684.35726,-2.1e-06,101726.821,7944222549.334405,0.5424,0.4576,1.1853,0.4997,0.5003,0.9989,0.542,0.458,1.1834,1.1858,6940.805,5853.215,0.0020102018769823093,-0.01151733278989453,-0.037669294794187014,0.024754507985574437,0.0039263187894511406,1.758666666666667e-05,,-2.1e-06,3.938e-05,-0.006580785220819618,-0.03829540763529016,,,79613.46334460938,80234.73982179261,-0.01033771087474078,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 16:00:00,78238.68,78364.65,78119.72,78259.66,1260.04581,4.955e-05,101879.295,7966960869.0,0.554,0.446,1.2422,0.5008,0.4992,1.0033,0.5502,0.4498,1.2232,1.0272,3336.723,3248.448,0.00026828165662839965,-0.011205043811160276,-0.038812209422432464,0.02045041215868104,0.003958473885797611,2.3265e-05,,-2.1e-06,-2.1e-06,-0.0026298428686678532,-0.07873056005620971,,,79484.52969274182,80157.28571113407,-0.0104191057284575,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-16 20:00:00,78259.67,78318.94,78125.32,78148.05,689.34644,4.955e-05,101955.343,7967147345.7205,0.5552,0.4448,1.2482,0.5,0.5,1.0001,0.5512,0.4488,1.2282,0.8541,1942.452,2274.371,-0.0014261498197155609,-0.012199732509905803,-0.03627994034775439,0.02045041215868104,0.0039057876127308604,2.894333333333333e-05,,4.955e-05,-2.1e-06,-5.1002461722848835e-06,-0.07812213835557524,,,79357.24591248069,80078.4921538347,-0.010586377981411266,down,False,False,False,False,False,False,False,False,False,0,0,hold
2026-05-17 00:00:00,78148.05,78243.19,77721.19,78028.88,1284.92928,4.037e-05,102631.778,7991761125.402551,0.5518,0.4482,1.2311,0.499,0.501,0.9958,0.5483,0.4517,1.2139,0.8707,6334.533,7275.426,-0.0015249260858076763,-0.013331532697597459,-0.03738344159789475,0.019187403400309222,0.003835927727858648,2.910833333333333e-05,,4.955e-05,4.955e-05,0.007211580642166426,-0.06913052292716382,,,79230.73487319682,79998.1152066255,-0.010844504447438785,down,False,False,False,False,False,False,False,False,False,0,0,hold
